symbol,price,volume,timestamp,sector
AAPL,135.34,951031,2025-05-12T18:52:48.783340,Tech
AAPL,135.57,141013,2025-05-11T18:52:48.783347,Finance
AAPL,137.91,721851,2025-05-10T18:52:48.783354,Tech
AAPL,140.45,855633,2025-05-09T18:52:48.783361,Tech
AAPL,146.13,254429,2025-05-08T18:52:48.783368,Healthcare
AAPL,145.12,645876,2025-05-07T18:52:48.783376,Energy
AAPL,141.01,861116,2025-05-06T18:52:48.783387,Finance
AAPL,145.56,715045,2025-05-05T18:52:48.783394,Healthcare
AAPL,141.41,480527,2025-05-04T18:52:48.783401,Energy
AAPL,148.46,599843,2025-05-03T18:52:48.783408,Tech
AAPL,148.37,18156,2025-05-02T18:52:48.783415,Healthcare
AAPL,144.68,859283,2025-05-01T18:52:48.783423,Healthcare
AAPL,140.11,409007,2025-04-30T18:52:48.783430,Energy
AAPL,134.56,977649,2025-04-29T18:52:48.783437,Finance
AAPL,130.27,172273,2025-04-28T18:52:48.783444,Energy
AAPL,128.62,380624,2025-04-27T18:52:48.783451,Energy
AAPL,128.63,88821,2025-04-26T18:52:48.783458,Tech
AAPL,127.95,497810,2025-04-25T18:52:48.783482,Finance
AAPL,130.44,59127,2025-04-24T18:52:48.783500,Healthcare
AAPL,131.24,876142,2025-04-23T18:52:48.783509,Energy
AAPL,129.75,736662,2025-04-22T18:52:48.783517,Energy
AAPL,124.47,887292,2025-04-21T18:52:48.783524,Tech
AAPL,123.78,371624,2025-04-20T18:52:48.783531,Finance
AAPL,126.99,569952,2025-04-19T18:52:48.783538,Finance
AAPL,131.42,983064,2025-04-18T18:52:48.783545,Energy
AAPL,136.63,688974,2025-04-17T18:52:48.783567,Energy
AAPL,132.6,920388,2025-04-16T18:52:48.783577,Finance
AAPL,130.63,873801,2025-04-15T18:52:48.783581,Healthcare
AAPL,124.84,350064,2025-04-14T18:52:48.783584,Healthcare
AAPL,124.32,788596,2025-04-13T18:52:48.783588,Finance
AAPL,119.4,224163,2025-04-12T18:52:48.783591,Finance
AAPL,117.92,898004,2025-04-11T18:52:48.783594,Healthcare
AAPL,117.27,426395,2025-04-10T18:52:48.783597,Energy
AAPL,112.59,323382,2025-04-09T18:52:48.783600,Energy
AAPL,113.07,253530,2025-04-08T18:52:48.783603,Healthcare
AAPL,114.95,701657,2025-04-07T18:52:48.783606,Finance
AAPL,113.26,794099,2025-04-06T18:52:48.783610,Energy
AAPL,112.54,515388,2025-04-05T18:52:48.783613,Finance
AAPL,116.34,913068,2025-04-04T18:52:48.783616,Finance
AAPL,121.18,188444,2025-04-03T18:52:48.783619,Healthcare
AAPL,123.66,170626,2025-04-02T18:52:48.783622,Tech
AAPL,127.04,803801,2025-04-01T18:52:48.783625,Healthcare
AAPL,123.85,94710,2025-03-31T18:52:48.783628,Tech
AAPL,129.68,206484,2025-03-30T18:52:48.783631,Finance
AAPL,133.54,692652,2025-03-29T18:52:48.783634,Finance
AAPL,136.06,656180,2025-03-28T18:52:48.783637,Healthcare
AAPL,129.41,355221,2025-03-27T18:52:48.783640,Healthcare
AAPL,128.8,685212,2025-03-26T18:52:48.783643,Tech
AAPL,126.63,25496,2025-03-25T18:52:48.783748,Tech
AAPL,130.14,551069,2025-03-24T18:52:48.783754,Healthcare
AAPL,131.23,739917,2025-03-23T18:52:48.783757,Tech
AAPL,124.92,55894,2025-03-22T18:52:48.783760,Energy
AAPL,123.54,806877,2025-03-21T18:52:48.783763,Finance
AAPL,120.99,999542,2025-03-20T18:52:48.783809,Healthcare
AAPL,120.56,860980,2025-03-19T18:52:48.783812,Healthcare
AAPL,121.71,803483,2025-03-18T18:52:48.783815,Healthcare
AAPL,119.63,212120,2025-03-17T18:52:48.783818,Tech
AAPL,117.37,675443,2025-03-16T18:52:48.783821,Healthcare
AAPL,120.33,707268,2025-03-15T18:52:48.783824,Finance
AAPL,121.41,452023,2025-03-14T18:52:48.783827,Tech
AAPL,120.63,225496,2025-03-13T18:52:48.783830,Healthcare
AAPL,118.44,139583,2025-03-12T18:52:48.783833,Healthcare
AAPL,121.52,870994,2025-03-11T18:52:48.783836,Finance
AAPL,118.36,660273,2025-03-10T18:52:48.783839,Healthcare
AAPL,120.32,512161,2025-03-09T18:52:48.783842,Healthcare
AAPL,118.27,543789,2025-03-08T18:52:48.783845,Finance
AAPL,116.48,963143,2025-03-07T18:52:48.783848,Tech
AAPL,116.46,821572,2025-03-06T18:52:48.783851,Energy
AAPL,117.94,620116,2025-03-05T18:52:48.783854,Energy
AAPL,117.38,889141,2025-03-04T18:52:48.783857,Energy
AAPL,122.38,200401,2025-03-03T18:52:48.783860,Finance
AAPL,125.41,552693,2025-03-02T18:52:48.783863,Tech
AAPL,120.15,552283,2025-03-01T18:52:48.783888,Energy
AAPL,124.54,51129,2025-02-28T18:52:48.783892,Finance
AAPL,119.03,719934,2025-02-27T18:52:48.783895,Energy
AAPL,121.89,717840,2025-02-26T18:52:48.783898,Tech
AAPL,120.27,554533,2025-02-25T18:52:48.783901,Tech
AAPL,120.79,600473,2025-02-24T18:52:48.783904,Energy
AAPL,115.51,835628,2025-02-23T18:52:48.783907,Energy
AAPL,110.65,988239,2025-02-22T18:52:48.783910,Finance
AAPL,113.48,614727,2025-02-21T18:52:48.783913,Finance
AAPL,115.01,566479,2025-02-20T18:52:48.783916,Healthcare
AAPL,114.61,765248,2025-02-19T18:52:48.783919,Energy
AAPL,119.42,555571,2025-02-18T18:52:48.783922,Healthcare
AAPL,122.83,749004,2025-02-17T18:52:48.783924,Energy
AAPL,118.63,740648,2025-02-16T18:52:48.783927,Tech
AAPL,123.09,616039,2025-02-15T18:52:48.783930,Tech
AAPL,124.86,911399,2025-02-14T18:52:48.783933,Finance
AAPL,123.33,338021,2025-02-13T18:52:48.783936,Energy
AAPL,123.19,187734,2025-02-12T18:52:48.783939,Energy
AAPL,124.65,92992,2025-02-11T18:52:48.783942,Finance
AAPL,122.76,291120,2025-02-10T18:52:48.783945,Finance
AAPL,121.95,438587,2025-02-09T18:52:48.783947,Healthcare
AAPL,126.43,959359,2025-02-08T18:52:48.783950,Tech
AAPL,120.53,77365,2025-02-07T18:52:48.783953,Tech
AAPL,115.35,326728,2025-02-06T18:52:48.783956,Finance
AAPL,118.23,541240,2025-02-05T18:52:48.783959,Tech
AAPL,119.22,828526,2025-02-04T18:52:48.783962,Healthcare
AAPL,116.09,737380,2025-02-03T18:52:48.783965,Tech
AAPL,110.9,107418,2025-02-02T18:52:48.783968,Tech
AAPL,112.91,658060,2025-02-01T18:52:48.783970,Healthcare
AAPL,109.57,656615,2025-01-31T18:52:48.783974,Energy
AAPL,106.94,485591,2025-01-30T18:52:48.783977,Healthcare
AAPL,106.8,750464,2025-01-29T18:52:48.783980,Finance
AAPL,111.1,497170,2025-01-28T18:52:48.783983,Energy
AAPL,106.84,175731,2025-01-27T18:52:48.783985,Healthcare
AAPL,101.8,555148,2025-01-26T18:52:48.783988,Finance
AAPL,103.76,864012,2025-01-25T18:52:48.783991,Finance
AAPL,102.36,692503,2025-01-24T18:52:48.783994,Energy
AAPL,98.77,124962,2025-01-23T18:52:48.783997,Tech
AAPL,102.99,538158,2025-01-22T18:52:48.784008,Finance
AAPL,98.11,527856,2025-01-21T18:52:48.784011,Healthcare
AAPL,93.82,209213,2025-01-20T18:52:48.784014,Finance
AAPL,93.42,169475,2025-01-19T18:52:48.784018,Healthcare
AAPL,93.61,129825,2025-01-18T18:52:48.784021,Energy
AAPL,95.8,501977,2025-01-17T18:52:48.784024,Finance
AAPL,99.6,579563,2025-01-16T18:52:48.784026,Tech
AAPL,103.84,147672,2025-01-15T18:52:48.784029,Healthcare
AAPL,101.5,785538,2025-01-14T18:52:48.784032,Energy
AAPL,97.67,258481,2025-01-13T18:52:48.784035,Healthcare
AAPL,99.35,642327,2025-01-12T18:52:48.784038,Finance
AAPL,96.84,202081,2025-01-11T18:52:48.784041,Healthcare
AAPL,99.46,143447,2025-01-10T18:52:48.784044,Energy
AAPL,97.73,286694,2025-01-09T18:52:48.784047,Healthcare
AAPL,93.61,803724,2025-01-08T18:52:48.784049,Finance
AAPL,89.79,946114,2025-01-07T18:52:48.784053,Finance
AAPL,86.84,884610,2025-01-06T18:52:48.784056,Energy
AAPL,90.83,684849,2025-01-05T18:52:48.784059,Energy
AAPL,90.94,220072,2025-01-04T18:52:48.784062,Energy
AAPL,92.01,987677,2025-01-03T18:52:48.784064,Energy
AAPL,90.12,286416,2025-01-02T18:52:48.784067,Tech
AAPL,94.34,309010,2025-01-01T18:52:48.784070,Finance
AAPL,94.97,832425,2024-12-31T18:52:48.784073,Finance
AAPL,93.56,688370,2024-12-30T18:52:48.784076,Healthcare
AAPL,90.72,469987,2024-12-29T18:52:48.784079,Tech
AAPL,89.96,553273,2024-12-28T18:52:48.784081,Tech
AAPL,91.06,825603,2024-12-27T18:52:48.784084,Healthcare
AAPL,91.74,45477,2024-12-26T18:52:48.784087,Tech
AAPL,90.14,253570,2024-12-25T18:52:48.784090,Healthcare
AAPL,90.57,325343,2024-12-24T18:52:48.784093,Finance
AAPL,87.5,737930,2024-12-23T18:52:48.784096,Energy
AAPL,89.02,870524,2024-12-22T18:52:48.784099,Healthcare
AAPL,84.61,140313,2024-12-21T18:52:48.784102,Tech
AAPL,86.97,390307,2024-12-20T18:52:48.784104,Energy
AAPL,87.7,260846,2024-12-19T18:52:48.784107,Energy
AAPL,91.8,986618,2024-12-18T18:52:48.784110,Finance
AAPL,89.1,469721,2024-12-17T18:52:48.784113,Healthcare
AAPL,89.68,810291,2024-12-16T18:52:48.784116,Healthcare
AAPL,89.21,586655,2024-12-15T18:52:48.784119,Finance
AAPL,91.17,559390,2024-12-14T18:52:48.784122,Energy
AAPL,90.31,887133,2024-12-13T18:52:48.784124,Finance
AAPL,90.59,844401,2024-12-12T18:52:48.784127,Healthcare
AAPL,91.15,26821,2024-12-11T18:52:48.784131,Finance
AAPL,93.59,141828,2024-12-10T18:52:48.784134,Healthcare
AAPL,91.08,849507,2024-12-09T18:52:48.784136,Healthcare
AAPL,95.62,158691,2024-12-08T18:52:48.784139,Tech
AAPL,94.63,464624,2024-12-07T18:52:48.784142,Healthcare
AAPL,94.16,512783,2024-12-06T18:52:48.784146,Tech
AAPL,98.22,593147,2024-12-05T18:52:48.784149,Tech
AAPL,96.9,339052,2024-12-04T18:52:48.784152,Finance
AAPL,99.43,98598,2024-12-03T18:52:48.784154,Energy
AAPL,100.13,394184,2024-12-02T18:52:48.784157,Healthcare
AAPL,98.46,953362,2024-12-01T18:52:48.784160,Finance
AAPL,102.83,866910,2024-11-30T18:52:48.784163,Finance
AAPL,104.17,48896,2024-11-29T18:52:48.784166,Energy
AAPL,99.08,246691,2024-11-28T18:52:48.784169,Energy
AAPL,101.83,522285,2024-11-27T18:52:48.784172,Finance
AAPL,100.31,972946,2024-11-26T18:52:48.784175,Finance
AAPL,104.31,877364,2024-11-25T18:52:48.784177,Tech
AAPL,103.52,869832,2024-11-24T18:52:48.784180,Energy
AAPL,103.98,376322,2024-11-23T18:52:48.784183,Healthcare
AAPL,105.08,366738,2024-11-22T18:52:48.784186,Healthcare
AAPL,107.71,950719,2024-11-21T18:52:48.784189,Healthcare
AAPL,112.29,788077,2024-11-20T18:52:48.784192,Finance
AAPL,113.12,834890,2024-11-19T18:52:48.784195,Healthcare
AAPL,116.37,44572,2024-11-18T18:52:48.784198,Tech
AAPL,115.45,986243,2024-11-17T18:52:48.784201,Healthcare
AAPL,115.33,209169,2024-11-16T18:52:48.784204,Tech
AAPL,113.24,683931,2024-11-15T18:52:48.784207,Finance
AAPL,111.07,395197,2024-11-14T18:52:48.784210,Finance
AAPL,112.68,177938,2024-11-13T18:52:48.784213,Healthcare
AAPL,107.52,88112,2024-11-12T18:52:48.784216,Healthcare
AAPL,108.1,191842,2024-11-11T18:52:48.784218,Finance
AAPL,110.57,527606,2024-11-10T18:52:48.784221,Healthcare
AAPL,109.33,496823,2024-11-09T18:52:48.784224,Energy
AAPL,108.23,281052,2024-11-08T18:52:48.784227,Healthcare
AAPL,109.21,584566,2024-11-07T18:52:48.784230,Healthcare
AAPL,113.06,29986,2024-11-06T18:52:48.784233,Finance
AAPL,118.62,329156,2024-11-05T18:52:48.784236,Healthcare
AAPL,123.83,24312,2024-11-04T18:52:48.784239,Tech
AAPL,126.88,558756,2024-11-03T18:52:48.784242,Healthcare
AAPL,131.03,627518,2024-11-02T18:52:48.784245,Energy
AAPL,135.45,214097,2024-11-01T18:52:48.784248,Finance
AAPL,134.46,444332,2024-10-31T18:52:48.784250,Healthcare
AAPL,131.79,869165,2024-10-30T18:52:48.784253,Tech
AAPL,135.0,572331,2024-10-29T18:52:48.784256,Finance
AAPL,137.48,38437,2024-10-28T18:52:48.784259,Healthcare
AAPL,138.06,115910,2024-10-27T18:52:48.784262,Tech
AAPL,141.31,282986,2024-10-26T18:52:48.784265,Energy
AAPL,144.36,399720,2024-10-25T18:52:48.784294,Tech
AAPL,139.05,915810,2024-10-24T18:52:48.784298,Finance
AAPL,134.87,866581,2024-10-23T18:52:48.784308,Finance
AAPL,136.93,345637,2024-10-22T18:52:48.784312,Finance
AAPL,137.68,33164,2024-10-21T18:52:48.784316,Healthcare
AAPL,142.05,23913,2024-10-20T18:52:48.784319,Finance
AAPL,144.2,317800,2024-10-19T18:52:48.784322,Healthcare
AAPL,144.97,305549,2024-10-18T18:52:48.784325,Tech
AAPL,140.07,617336,2024-10-17T18:52:48.784328,Healthcare
AAPL,142.31,523564,2024-10-16T18:52:48.784331,Finance
AAPL,140.8,845454,2024-10-15T18:52:48.784334,Energy
AAPL,134.65,644666,2024-10-14T18:52:48.784337,Energy
AAPL,128.86,376078,2024-10-13T18:52:48.784340,Tech
AAPL,128.06,204267,2024-10-12T18:52:48.784342,Energy
AAPL,125.99,424355,2024-10-11T18:52:48.784345,Energy
AAPL,130.13,420021,2024-10-10T18:52:48.784348,Energy
AAPL,134.32,729103,2024-10-09T18:52:48.784351,Tech
AAPL,129.3,346156,2024-10-08T18:52:48.784354,Healthcare
AAPL,127.58,125478,2024-10-07T18:52:48.784357,Healthcare
AAPL,126.58,244900,2024-10-06T18:52:48.784360,Finance
AAPL,129.39,55279,2024-10-05T18:52:48.784363,Healthcare
AAPL,124.28,299635,2024-10-04T18:52:48.784365,Healthcare
AAPL,118.14,343919,2024-10-03T18:52:48.784369,Tech
AAPL,119.65,866864,2024-10-02T18:52:48.784371,Healthcare
AAPL,122.92,386704,2024-10-01T18:52:48.784374,Healthcare
AAPL,123.47,669819,2024-09-30T18:52:48.784377,Energy
AAPL,127.24,240612,2024-09-29T18:52:48.784380,Tech
AAPL,127.85,153160,2024-09-28T18:52:48.784383,Tech
AAPL,125.53,264375,2024-09-27T18:52:48.784386,Tech
AAPL,122.05,516267,2024-09-26T18:52:48.784389,Healthcare
AAPL,121.95,172371,2024-09-25T18:52:48.784392,Energy
AAPL,126.28,678703,2024-09-24T18:52:48.784394,Healthcare
AAPL,131.47,791067,2024-09-23T18:52:48.784397,Finance
AAPL,125.43,344468,2024-09-22T18:52:48.784400,Tech
AAPL,121.7,423621,2024-09-21T18:52:48.784403,Tech
AAPL,126.19,927581,2024-09-20T18:52:48.784406,Energy
AAPL,131.6,625922,2024-09-19T18:52:48.784409,Energy
AAPL,130.86,650974,2024-09-18T18:52:48.784412,Energy
AAPL,126.75,377151,2024-09-17T18:52:48.784415,Healthcare
AAPL,129.35,13658,2024-09-16T18:52:48.784418,Tech
AAPL,125.91,249458,2024-09-15T18:52:48.784421,Energy
AAPL,127.35,732669,2024-09-14T18:52:48.784424,Energy
AAPL,124.8,280452,2024-09-13T18:52:48.784427,Tech
AAPL,129.31,477116,2024-09-12T18:52:48.784429,Energy
AAPL,131.99,831796,2024-09-11T18:52:48.784432,Healthcare
AAPL,131.62,19018,2024-09-10T18:52:48.784435,Finance
AAPL,130.44,940855,2024-09-09T18:52:48.784438,Tech
AAPL,126.17,907112,2024-09-08T18:52:48.784441,Energy
AAPL,122.39,952192,2024-09-07T18:52:48.784444,Energy
AAPL,123.21,932322,2024-09-06T18:52:48.784447,Tech
AAPL,124.62,669943,2024-09-05T18:52:48.784449,Tech
AAPL,123.56,128804,2024-09-04T18:52:48.784456,Healthcare
AAPL,129.02,573382,2024-09-03T18:52:48.784461,Healthcare
AAPL,135.01,813719,2024-09-02T18:52:48.784464,Healthcare
AAPL,140.31,686452,2024-09-01T18:52:48.784467,Tech
AAPL,142.69,448501,2024-08-31T18:52:48.784470,Finance
AAPL,146.47,62488,2024-08-30T18:52:48.784473,Healthcare
AAPL,143.85,175539,2024-08-29T18:52:48.784476,Tech
AAPL,144.67,62329,2024-08-28T18:52:48.784479,Energy
AAPL,141.47,601642,2024-08-27T18:52:48.784482,Tech
AAPL,140.74,737127,2024-08-26T18:52:48.784484,Tech
AAPL,133.9,370256,2024-08-25T18:52:48.784487,Healthcare
AAPL,140.44,39931,2024-08-24T18:52:48.784490,Healthcare
AAPL,134.02,212127,2024-08-23T18:52:48.784493,Tech
AAPL,138.82,914270,2024-08-22T18:52:48.784496,Energy
AAPL,138.22,238084,2024-08-21T18:52:48.784499,Healthcare
AAPL,136.02,736281,2024-08-20T18:52:48.784502,Tech
AAPL,130.52,37173,2024-08-19T18:52:48.784504,Healthcare
AAPL,135.42,113047,2024-08-18T18:52:48.784507,Energy
AAPL,139.79,417914,2024-08-17T18:52:48.784510,Finance
AAPL,133.52,304505,2024-08-16T18:52:48.784513,Finance
AAPL,139.72,545554,2024-08-15T18:52:48.784516,Healthcare
AAPL,134.98,610879,2024-08-14T18:52:48.784519,Healthcare
AAPL,130.98,464613,2024-08-13T18:52:48.784522,Healthcare
AAPL,128.75,163069,2024-08-12T18:52:48.784525,Healthcare
AAPL,126.53,921999,2024-08-11T18:52:48.784528,Energy
AAPL,123.96,77108,2024-08-10T18:52:48.784530,Energy
AAPL,125.14,972667,2024-08-09T18:52:48.784534,Tech
AAPL,126.56,553306,2024-08-08T18:52:48.784537,Energy
AAPL,131.99,205328,2024-08-07T18:52:48.784539,Finance
AAPL,129.09,646286,2024-08-06T18:52:48.784543,Finance
AAPL,126.3,846644,2024-08-05T18:52:48.784546,Finance
AAPL,122.76,648860,2024-08-04T18:52:48.784549,Finance
AAPL,125.35,203647,2024-08-03T18:52:48.784552,Energy
AAPL,128.88,644463,2024-08-02T18:52:48.784554,Healthcare
AAPL,134.09,186582,2024-08-01T18:52:48.784557,Healthcare
AAPL,132.68,131238,2024-07-31T18:52:48.784560,Healthcare
AAPL,137.37,48958,2024-07-30T18:52:48.784563,Tech
AAPL,143.08,238232,2024-07-29T18:52:48.784566,Tech
AAPL,149.71,915984,2024-07-28T18:52:48.784569,Finance
AAPL,151.81,193152,2024-07-27T18:52:48.784572,Tech
AAPL,153.01,486909,2024-07-26T18:52:48.784575,Healthcare
AAPL,155.81,161622,2024-07-25T18:52:48.784578,Tech
AAPL,158.26,899212,2024-07-24T18:52:48.784581,Tech
AAPL,157.37,599315,2024-07-23T18:52:48.784584,Healthcare
AAPL,163.67,200104,2024-07-22T18:52:48.784586,Healthcare
AAPL,162.68,950610,2024-07-21T18:52:48.784589,Finance
AAPL,159.84,548755,2024-07-20T18:52:48.784592,Healthcare
AAPL,153.39,939248,2024-07-19T18:52:48.784595,Healthcare
AAPL,158.0,349889,2024-07-18T18:52:48.784598,Finance
AAPL,165.18,463766,2024-07-17T18:52:48.784601,Finance
AAPL,169.54,583865,2024-07-16T18:52:48.784604,Tech
AAPL,162.11,572577,2024-07-15T18:52:48.784607,Finance
AAPL,160.22,292822,2024-07-14T18:52:48.784610,Finance
AAPL,164.4,62160,2024-07-13T18:52:48.784613,Tech
AAPL,158.29,528231,2024-07-12T18:52:48.784616,Finance
AAPL,166.1,946802,2024-07-11T18:52:48.784619,Tech
AAPL,167.44,65979,2024-07-10T18:52:48.784622,Energy
AAPL,171.96,662201,2024-07-09T18:52:48.784624,Healthcare
AAPL,176.92,391700,2024-07-08T18:52:48.784628,Finance
AAPL,182.84,918215,2024-07-07T18:52:48.784631,Healthcare
AAPL,184.58,14789,2024-07-06T18:52:48.784634,Energy
AAPL,185.95,999492,2024-07-05T18:52:48.784637,Finance
AAPL,178.19,822723,2024-07-04T18:52:48.784644,Tech
AAPL,184.47,15666,2024-07-03T18:52:48.784649,Healthcare
AAPL,176.3,300914,2024-07-02T18:52:48.784652,Energy
AAPL,181.38,139581,2024-07-01T18:52:48.784655,Tech
AAPL,186.41,556437,2024-06-30T18:52:48.784658,Healthcare
AAPL,178.97,498485,2024-06-29T18:52:48.784661,Tech
AAPL,180.42,920051,2024-06-28T18:52:48.784664,Energy
AAPL,179.14,835046,2024-06-27T18:52:48.784667,Healthcare
AAPL,187.62,156483,2024-06-26T18:52:48.784670,Healthcare
AAPL,179.35,67417,2024-06-25T18:52:48.784673,Tech
AAPL,181.32,519300,2024-06-24T18:52:48.784676,Finance
AAPL,182.55,583774,2024-06-23T18:52:48.784678,Tech
AAPL,182.43,179466,2024-06-22T18:52:48.784681,Energy
AAPL,175.02,704170,2024-06-21T18:52:48.784684,Energy
