symbol,price,volume,timestamp,sector,price_category
AAPL,122.23,761585,2025-07-22T18:52:48.782968,Tech,High
AAPL,118.79,963561,2025-07-21T18:52:48.782977,Healthcare,High
AAPL,120.38,709133,2025-07-20T18:52:48.782984,Energy,High
AAPL,124.07,247538,2025-07-19T18:52:48.782992,Tech,High
AAPL,126.52,72902,2025-07-18T18:52:48.782999,Tech,High
AAPL,127.58,231271,2025-07-17T18:52:48.783006,Healthcare,High
AAPL,132.03,601939,2025-07-16T18:52:48.783012,Healthcare,High
AAPL,129.75,356100,2025-07-15T18:52:48.783019,Finance,High
AAPL,130.99,134747,2025-07-14T18:52:48.783026,Healthcare,High
AAPL,134.17,164123,2025-07-13T18:52:48.783033,Tech,High
AAPL,138.1,613038,2025-07-12T18:52:48.783040,Energy,High
AAPL,135.03,725379,2025-07-11T18:52:48.783046,Finance,High
AAPL,134.76,439874,2025-07-10T18:52:48.783053,Energy,High
AAPL,131.18,373876,2025-07-09T18:52:48.783060,Healthcare,High
AAPL,135.33,795969,2025-07-08T18:52:48.783066,Healthcare,High
AAPL,130.56,94346,2025-07-07T18:52:48.783073,Energy,High
AAPL,135.4,520949,2025-07-06T18:52:48.783080,Finance,High
AAPL,141.94,871647,2025-07-05T18:52:48.783086,Tech,High
AAPL,140.0,805355,2025-07-04T18:52:48.783093,Tech,High
AAPL,142.21,783536,2025-07-03T18:52:48.783100,Healthcare,High
AAPL,147.1,116116,2025-07-02T18:52:48.783107,Healthcare,High
AAPL,145.82,247124,2025-07-01T18:52:48.783114,Healthcare,High
AAPL,138.56,896825,2025-06-30T18:52:48.783121,Energy,High
AAPL,137.36,511866,2025-06-29T18:52:48.783127,Energy,High
AAPL,132.02,499437,2025-06-28T18:52:48.783134,Energy,High
AAPL,126.48,416236,2025-06-27T18:52:48.783141,Tech,High
AAPL,128.95,292287,2025-06-26T18:52:48.783159,Healthcare,High
AAPL,134.25,650536,2025-06-25T18:52:48.783164,Energy,High
AAPL,137.84,652343,2025-06-24T18:52:48.783168,Finance,High
AAPL,134.83,596640,2025-06-23T18:52:48.783171,Finance,High
AAPL,138.17,418941,2025-06-22T18:52:48.783174,Tech,High
AAPL,140.05,153132,2025-06-21T18:52:48.783177,Healthcare,High
AAPL,142.07,730368,2025-06-20T18:52:48.783180,Healthcare,High
AAPL,137.32,116394,2025-06-19T18:52:48.783183,Tech,High
AAPL,140.07,353542,2025-06-18T18:52:48.783186,Finance,High
AAPL,138.89,264536,2025-06-17T18:52:48.783189,Tech,High
AAPL,135.76,862179,2025-06-16T18:52:48.783192,Healthcare,High
AAPL,139.73,190574,2025-06-15T18:52:48.783195,Finance,High
AAPL,139.93,374434,2025-06-14T18:52:48.783197,Finance,High
AAPL,137.61,876554,2025-06-13T18:52:48.783200,Finance,High
AAPL,131.59,571958,2025-06-12T18:52:48.783203,Finance,High
AAPL,131.49,943531,2025-06-11T18:52:48.783206,Tech,High
AAPL,125.79,804196,2025-06-10T18:52:48.783209,Tech,High
AAPL,122.46,460905,2025-06-09T18:52:48.783212,Healthcare,High
AAPL,118.84,825693,2025-06-08T18:52:48.783215,Energy,High
AAPL,121.79,904651,2025-06-07T18:52:48.783218,Healthcare,High
AAPL,116.68,465996,2025-06-06T18:52:48.783221,Finance,High
AAPL,120.39,341362,2025-06-05T18:52:48.783224,Tech,High
AAPL,117.77,189482,2025-06-04T18:52:48.783227,Energy,High
AAPL,113.38,76677,2025-06-03T18:52:48.783230,Energy,High
AAPL,111.47,490238,2025-06-02T18:52:48.783233,Healthcare,High
AAPL,109.01,53728,2025-06-01T18:52:48.783236,Finance,High
AAPL,112.44,774038,2025-05-31T18:52:48.783238,Healthcare,High
AAPL,116.9,132930,2025-05-30T18:52:48.783241,Finance,High
AAPL,121.53,505647,2025-05-29T18:52:48.783244,Tech,High
AAPL,125.54,711123,2025-05-28T18:52:48.783247,Tech,High
AAPL,126.49,197329,2025-05-27T18:52:48.783250,Tech,High
AAPL,126.51,795777,2025-05-26T18:52:48.783253,Tech,High
AAPL,129.53,749861,2025-05-25T18:52:48.783256,Tech,High
AAPL,134.43,267549,2025-05-24T18:52:48.783259,Energy,High
AAPL,138.94,96743,2025-05-23T18:52:48.783262,Finance,High
AAPL,138.49,493315,2025-05-22T18:52:48.783265,Healthcare,High
AAPL,135.5,302440,2025-05-21T18:52:48.783268,Healthcare,High
AAPL,135.48,871645,2025-05-20T18:52:48.783271,Tech,High
AAPL,139.39,724863,2025-05-19T18:52:48.783273,Finance,High
AAPL,134.2,842036,2025-05-18T18:52:48.783276,Tech,High
AAPL,130.61,554764,2025-05-17T18:52:48.783279,Energy,High
AAPL,130.45,612623,2025-05-16T18:52:48.783307,Energy,High
AAPL,133.74,412375,2025-05-15T18:52:48.783318,Healthcare,High
AAPL,127.82,699977,2025-05-14T18:52:48.783325,Finance,High
AAPL,132.48,48555,2025-05-13T18:52:48.783332,Finance,High
AAPL,135.34,951031,2025-05-12T18:52:48.783340,Tech,High
AAPL,135.57,141013,2025-05-11T18:52:48.783347,Finance,High
AAPL,137.91,721851,2025-05-10T18:52:48.783354,Tech,High
AAPL,140.45,855633,2025-05-09T18:52:48.783361,Tech,High
AAPL,146.13,254429,2025-05-08T18:52:48.783368,Healthcare,High
AAPL,145.12,645876,2025-05-07T18:52:48.783376,Energy,High
AAPL,141.01,861116,2025-05-06T18:52:48.783387,Finance,High
AAPL,145.56,715045,2025-05-05T18:52:48.783394,Healthcare,High
AAPL,141.41,480527,2025-05-04T18:52:48.783401,Energy,High
AAPL,148.46,599843,2025-05-03T18:52:48.783408,Tech,High
AAPL,148.37,18156,2025-05-02T18:52:48.783415,Healthcare,High
AAPL,144.68,859283,2025-05-01T18:52:48.783423,Healthcare,High
AAPL,140.11,409007,2025-04-30T18:52:48.783430,Energy,High
AAPL,134.56,977649,2025-04-29T18:52:48.783437,Finance,High
AAPL,130.27,172273,2025-04-28T18:52:48.783444,Energy,High
AAPL,128.62,380624,2025-04-27T18:52:48.783451,Energy,High
AAPL,128.63,88821,2025-04-26T18:52:48.783458,Tech,High
AAPL,127.95,497810,2025-04-25T18:52:48.783482,Finance,High
AAPL,130.44,59127,2025-04-24T18:52:48.783500,Healthcare,High
AAPL,131.24,876142,2025-04-23T18:52:48.783509,Energy,High
AAPL,129.75,736662,2025-04-22T18:52:48.783517,Energy,High
AAPL,124.47,887292,2025-04-21T18:52:48.783524,Tech,High
AAPL,123.78,371624,2025-04-20T18:52:48.783531,Finance,High
AAPL,126.99,569952,2025-04-19T18:52:48.783538,Finance,High
AAPL,131.42,983064,2025-04-18T18:52:48.783545,Energy,High
AAPL,136.63,688974,2025-04-17T18:52:48.783567,Energy,High
AAPL,132.6,920388,2025-04-16T18:52:48.783577,Finance,High
AAPL,130.63,873801,2025-04-15T18:52:48.783581,Healthcare,High
AAPL,124.84,350064,2025-04-14T18:52:48.783584,Healthcare,High
AAPL,124.32,788596,2025-04-13T18:52:48.783588,Finance,High
AAPL,119.4,224163,2025-04-12T18:52:48.783591,Finance,High
AAPL,117.92,898004,2025-04-11T18:52:48.783594,Healthcare,High
AAPL,117.27,426395,2025-04-10T18:52:48.783597,Energy,High
AAPL,112.59,323382,2025-04-09T18:52:48.783600,Energy,High
AAPL,113.07,253530,2025-04-08T18:52:48.783603,Healthcare,High
AAPL,114.95,701657,2025-04-07T18:52:48.783606,Finance,High
AAPL,113.26,794099,2025-04-06T18:52:48.783610,Energy,High
AAPL,112.54,515388,2025-04-05T18:52:48.783613,Finance,High
AAPL,116.34,913068,2025-04-04T18:52:48.783616,Finance,High
AAPL,121.18,188444,2025-04-03T18:52:48.783619,Healthcare,High
AAPL,123.66,170626,2025-04-02T18:52:48.783622,Tech,High
AAPL,127.04,803801,2025-04-01T18:52:48.783625,Healthcare,High
AAPL,123.85,94710,2025-03-31T18:52:48.783628,Tech,High
AAPL,129.68,206484,2025-03-30T18:52:48.783631,Finance,High
AAPL,133.54,692652,2025-03-29T18:52:48.783634,Finance,High
AAPL,136.06,656180,2025-03-28T18:52:48.783637,Healthcare,High
AAPL,129.41,355221,2025-03-27T18:52:48.783640,Healthcare,High
AAPL,128.8,685212,2025-03-26T18:52:48.783643,Tech,High
AAPL,126.63,25496,2025-03-25T18:52:48.783748,Tech,High
AAPL,130.14,551069,2025-03-24T18:52:48.783754,Healthcare,High
AAPL,131.23,739917,2025-03-23T18:52:48.783757,Tech,High
AAPL,124.92,55894,2025-03-22T18:52:48.783760,Energy,High
AAPL,123.54,806877,2025-03-21T18:52:48.783763,Finance,High
AAPL,120.99,999542,2025-03-20T18:52:48.783809,Healthcare,High
AAPL,120.56,860980,2025-03-19T18:52:48.783812,Healthcare,High
AAPL,121.71,803483,2025-03-18T18:52:48.783815,Healthcare,High
AAPL,119.63,212120,2025-03-17T18:52:48.783818,Tech,High
AAPL,117.37,675443,2025-03-16T18:52:48.783821,Healthcare,High
AAPL,120.33,707268,2025-03-15T18:52:48.783824,Finance,High
AAPL,121.41,452023,2025-03-14T18:52:48.783827,Tech,High
AAPL,120.63,225496,2025-03-13T18:52:48.783830,Healthcare,High
AAPL,118.44,139583,2025-03-12T18:52:48.783833,Healthcare,High
AAPL,121.52,870994,2025-03-11T18:52:48.783836,Finance,High
AAPL,118.36,660273,2025-03-10T18:52:48.783839,Healthcare,High
AAPL,120.32,512161,2025-03-09T18:52:48.783842,Healthcare,High
AAPL,118.27,543789,2025-03-08T18:52:48.783845,Finance,High
AAPL,116.48,963143,2025-03-07T18:52:48.783848,Tech,High
AAPL,116.46,821572,2025-03-06T18:52:48.783851,Energy,High
AAPL,117.94,620116,2025-03-05T18:52:48.783854,Energy,High
AAPL,117.38,889141,2025-03-04T18:52:48.783857,Energy,High
AAPL,122.38,200401,2025-03-03T18:52:48.783860,Finance,High
AAPL,125.41,552693,2025-03-02T18:52:48.783863,Tech,High
AAPL,120.15,552283,2025-03-01T18:52:48.783888,Energy,High
AAPL,124.54,51129,2025-02-28T18:52:48.783892,Finance,High
AAPL,119.03,719934,2025-02-27T18:52:48.783895,Energy,High
AAPL,121.89,717840,2025-02-26T18:52:48.783898,Tech,High
AAPL,120.27,554533,2025-02-25T18:52:48.783901,Tech,High
AAPL,120.79,600473,2025-02-24T18:52:48.783904,Energy,High
AAPL,115.51,835628,2025-02-23T18:52:48.783907,Energy,High
AAPL,110.65,988239,2025-02-22T18:52:48.783910,Finance,High
AAPL,113.48,614727,2025-02-21T18:52:48.783913,Finance,High
AAPL,115.01,566479,2025-02-20T18:52:48.783916,Healthcare,High
AAPL,114.61,765248,2025-02-19T18:52:48.783919,Energy,High
AAPL,119.42,555571,2025-02-18T18:52:48.783922,Healthcare,High
AAPL,122.83,749004,2025-02-17T18:52:48.783924,Energy,High
AAPL,118.63,740648,2025-02-16T18:52:48.783927,Tech,High
AAPL,123.09,616039,2025-02-15T18:52:48.783930,Tech,High
AAPL,124.86,911399,2025-02-14T18:52:48.783933,Finance,High
AAPL,123.33,338021,2025-02-13T18:52:48.783936,Energy,High
AAPL,123.19,187734,2025-02-12T18:52:48.783939,Energy,High
AAPL,124.65,92992,2025-02-11T18:52:48.783942,Finance,High
AAPL,122.76,291120,2025-02-10T18:52:48.783945,Finance,High
AAPL,121.95,438587,2025-02-09T18:52:48.783947,Healthcare,High
AAPL,126.43,959359,2025-02-08T18:52:48.783950,Tech,High
AAPL,120.53,77365,2025-02-07T18:52:48.783953,Tech,High
AAPL,115.35,326728,2025-02-06T18:52:48.783956,Finance,High
AAPL,118.23,541240,2025-02-05T18:52:48.783959,Tech,High
AAPL,119.22,828526,2025-02-04T18:52:48.783962,Healthcare,High
AAPL,116.09,737380,2025-02-03T18:52:48.783965,Tech,High
AAPL,110.9,107418,2025-02-02T18:52:48.783968,Tech,High
AAPL,112.91,658060,2025-02-01T18:52:48.783970,Healthcare,High
AAPL,109.57,656615,2025-01-31T18:52:48.783974,Energy,High
AAPL,106.94,485591,2025-01-30T18:52:48.783977,Healthcare,High
AAPL,106.8,750464,2025-01-29T18:52:48.783980,Finance,High
AAPL,111.1,497170,2025-01-28T18:52:48.783983,Energy,High
AAPL,106.84,175731,2025-01-27T18:52:48.783985,Healthcare,High
AAPL,101.8,555148,2025-01-26T18:52:48.783988,Finance,High
AAPL,103.76,864012,2025-01-25T18:52:48.783991,Finance,High
AAPL,102.36,692503,2025-01-24T18:52:48.783994,Energy,High
AAPL,98.77,124962,2025-01-23T18:52:48.783997,Tech,Medium
AAPL,102.99,538158,2025-01-22T18:52:48.784008,Finance,High
AAPL,98.11,527856,2025-01-21T18:52:48.784011,Healthcare,Medium
AAPL,93.82,209213,2025-01-20T18:52:48.784014,Finance,Medium
AAPL,93.42,169475,2025-01-19T18:52:48.784018,Healthcare,Medium
AAPL,93.61,129825,2025-01-18T18:52:48.784021,Energy,Medium
AAPL,95.8,501977,2025-01-17T18:52:48.784024,Finance,Medium
AAPL,99.6,579563,2025-01-16T18:52:48.784026,Tech,Medium
AAPL,103.84,147672,2025-01-15T18:52:48.784029,Healthcare,High
AAPL,101.5,785538,2025-01-14T18:52:48.784032,Energy,High
AAPL,97.67,258481,2025-01-13T18:52:48.784035,Healthcare,Medium
AAPL,99.35,642327,2025-01-12T18:52:48.784038,Finance,Medium
AAPL,96.84,202081,2025-01-11T18:52:48.784041,Healthcare,Medium
AAPL,99.46,143447,2025-01-10T18:52:48.784044,Energy,Medium
AAPL,97.73,286694,2025-01-09T18:52:48.784047,Healthcare,Medium
AAPL,93.61,803724,2025-01-08T18:52:48.784049,Finance,Medium
AAPL,89.79,946114,2025-01-07T18:52:48.784053,Finance,Medium
AAPL,86.84,884610,2025-01-06T18:52:48.784056,Energy,Medium
AAPL,90.83,684849,2025-01-05T18:52:48.784059,Energy,Medium
AAPL,90.94,220072,2025-01-04T18:52:48.784062,Energy,Medium
AAPL,92.01,987677,2025-01-03T18:52:48.784064,Energy,Medium
AAPL,90.12,286416,2025-01-02T18:52:48.784067,Tech,Medium
AAPL,94.34,309010,2025-01-01T18:52:48.784070,Finance,Medium
AAPL,94.97,832425,2024-12-31T18:52:48.784073,Finance,Medium
AAPL,93.56,688370,2024-12-30T18:52:48.784076,Healthcare,Medium
AAPL,90.72,469987,2024-12-29T18:52:48.784079,Tech,Medium
AAPL,89.96,553273,2024-12-28T18:52:48.784081,Tech,Medium
AAPL,91.06,825603,2024-12-27T18:52:48.784084,Healthcare,Medium
AAPL,91.74,45477,2024-12-26T18:52:48.784087,Tech,Medium
AAPL,90.14,253570,2024-12-25T18:52:48.784090,Healthcare,Medium
AAPL,90.57,325343,2024-12-24T18:52:48.784093,Finance,Medium
AAPL,87.5,737930,2024-12-23T18:52:48.784096,Energy,Medium
AAPL,89.02,870524,2024-12-22T18:52:48.784099,Healthcare,Medium
AAPL,84.61,140313,2024-12-21T18:52:48.784102,Tech,Medium
AAPL,86.97,390307,2024-12-20T18:52:48.784104,Energy,Medium
AAPL,87.7,260846,2024-12-19T18:52:48.784107,Energy,Medium
AAPL,91.8,986618,2024-12-18T18:52:48.784110,Finance,Medium
AAPL,89.1,469721,2024-12-17T18:52:48.784113,Healthcare,Medium
AAPL,89.68,810291,2024-12-16T18:52:48.784116,Healthcare,Medium
AAPL,89.21,586655,2024-12-15T18:52:48.784119,Finance,Medium
AAPL,91.17,559390,2024-12-14T18:52:48.784122,Energy,Medium
AAPL,90.31,887133,2024-12-13T18:52:48.784124,Finance,Medium
AAPL,90.59,844401,2024-12-12T18:52:48.784127,Healthcare,Medium
AAPL,91.15,26821,2024-12-11T18:52:48.784131,Finance,Medium
AAPL,93.59,141828,2024-12-10T18:52:48.784134,Healthcare,Medium
AAPL,91.08,849507,2024-12-09T18:52:48.784136,Healthcare,Medium
AAPL,95.62,158691,2024-12-08T18:52:48.784139,Tech,Medium
AAPL,94.63,464624,2024-12-07T18:52:48.784142,Healthcare,Medium
AAPL,94.16,512783,2024-12-06T18:52:48.784146,Tech,Medium
AAPL,98.22,593147,2024-12-05T18:52:48.784149,Tech,Medium
AAPL,96.9,339052,2024-12-04T18:52:48.784152,Finance,Medium
AAPL,99.43,98598,2024-12-03T18:52:48.784154,Energy,Medium
AAPL,100.13,394184,2024-12-02T18:52:48.784157,Healthcare,High
AAPL,98.46,953362,2024-12-01T18:52:48.784160,Finance,Medium
AAPL,102.83,866910,2024-11-30T18:52:48.784163,Finance,High
AAPL,104.17,48896,2024-11-29T18:52:48.784166,Energy,High
AAPL,99.08,246691,2024-11-28T18:52:48.784169,Energy,Medium
AAPL,101.83,522285,2024-11-27T18:52:48.784172,Finance,High
AAPL,100.31,972946,2024-11-26T18:52:48.784175,Finance,High
AAPL,104.31,877364,2024-11-25T18:52:48.784177,Tech,High
AAPL,103.52,869832,2024-11-24T18:52:48.784180,Energy,High
AAPL,103.98,376322,2024-11-23T18:52:48.784183,Healthcare,High
AAPL,105.08,366738,2024-11-22T18:52:48.784186,Healthcare,High
AAPL,107.71,950719,2024-11-21T18:52:48.784189,Healthcare,High
AAPL,112.29,788077,2024-11-20T18:52:48.784192,Finance,High
AAPL,113.12,834890,2024-11-19T18:52:48.784195,Healthcare,High
AAPL,116.37,44572,2024-11-18T18:52:48.784198,Tech,High
AAPL,115.45,986243,2024-11-17T18:52:48.784201,Healthcare,High
AAPL,115.33,209169,2024-11-16T18:52:48.784204,Tech,High
AAPL,113.24,683931,2024-11-15T18:52:48.784207,Finance,High
AAPL,111.07,395197,2024-11-14T18:52:48.784210,Finance,High
AAPL,112.68,177938,2024-11-13T18:52:48.784213,Healthcare,High
AAPL,107.52,88112,2024-11-12T18:52:48.784216,Healthcare,High
AAPL,108.1,191842,2024-11-11T18:52:48.784218,Finance,High
AAPL,110.57,527606,2024-11-10T18:52:48.784221,Healthcare,High
AAPL,109.33,496823,2024-11-09T18:52:48.784224,Energy,High
AAPL,108.23,281052,2024-11-08T18:52:48.784227,Healthcare,High
AAPL,109.21,584566,2024-11-07T18:52:48.784230,Healthcare,High
AAPL,113.06,29986,2024-11-06T18:52:48.784233,Finance,High
AAPL,118.62,329156,2024-11-05T18:52:48.784236,Healthcare,High
AAPL,123.83,24312,2024-11-04T18:52:48.784239,Tech,High
AAPL,126.88,558756,2024-11-03T18:52:48.784242,Healthcare,High
AAPL,131.03,627518,2024-11-02T18:52:48.784245,Energy,High
AAPL,135.45,214097,2024-11-01T18:52:48.784248,Finance,High
AAPL,134.46,444332,2024-10-31T18:52:48.784250,Healthcare,High
AAPL,131.79,869165,2024-10-30T18:52:48.784253,Tech,High
AAPL,135.0,572331,2024-10-29T18:52:48.784256,Finance,High
AAPL,137.48,38437,2024-10-28T18:52:48.784259,Healthcare,High
AAPL,138.06,115910,2024-10-27T18:52:48.784262,Tech,High
AAPL,141.31,282986,2024-10-26T18:52:48.784265,Energy,High
AAPL,144.36,399720,2024-10-25T18:52:48.784294,Tech,High
AAPL,139.05,915810,2024-10-24T18:52:48.784298,Finance,High
AAPL,134.87,866581,2024-10-23T18:52:48.784308,Finance,High
AAPL,136.93,345637,2024-10-22T18:52:48.784312,Finance,High
AAPL,137.68,33164,2024-10-21T18:52:48.784316,Healthcare,High
AAPL,142.05,23913,2024-10-20T18:52:48.784319,Finance,High
AAPL,144.2,317800,2024-10-19T18:52:48.784322,Healthcare,High
AAPL,144.97,305549,2024-10-18T18:52:48.784325,Tech,High
AAPL,140.07,617336,2024-10-17T18:52:48.784328,Healthcare,High
AAPL,142.31,523564,2024-10-16T18:52:48.784331,Finance,High
AAPL,140.8,845454,2024-10-15T18:52:48.784334,Energy,High
AAPL,134.65,644666,2024-10-14T18:52:48.784337,Energy,High
AAPL,128.86,376078,2024-10-13T18:52:48.784340,Tech,High
AAPL,128.06,204267,2024-10-12T18:52:48.784342,Energy,High
AAPL,125.99,424355,2024-10-11T18:52:48.784345,Energy,High
AAPL,130.13,420021,2024-10-10T18:52:48.784348,Energy,High
AAPL,134.32,729103,2024-10-09T18:52:48.784351,Tech,High
AAPL,129.3,346156,2024-10-08T18:52:48.784354,Healthcare,High
AAPL,127.58,125478,2024-10-07T18:52:48.784357,Healthcare,High
AAPL,126.58,244900,2024-10-06T18:52:48.784360,Finance,High
AAPL,129.39,55279,2024-10-05T18:52:48.784363,Healthcare,High
AAPL,124.28,299635,2024-10-04T18:52:48.784365,Healthcare,High
AAPL,118.14,343919,2024-10-03T18:52:48.784369,Tech,High
AAPL,119.65,866864,2024-10-02T18:52:48.784371,Healthcare,High
AAPL,122.92,386704,2024-10-01T18:52:48.784374,Healthcare,High
AAPL,123.47,669819,2024-09-30T18:52:48.784377,Energy,High
AAPL,127.24,240612,2024-09-29T18:52:48.784380,Tech,High
AAPL,127.85,153160,2024-09-28T18:52:48.784383,Tech,High
AAPL,125.53,264375,2024-09-27T18:52:48.784386,Tech,High
AAPL,122.05,516267,2024-09-26T18:52:48.784389,Healthcare,High
AAPL,121.95,172371,2024-09-25T18:52:48.784392,Energy,High
AAPL,126.28,678703,2024-09-24T18:52:48.784394,Healthcare,High
AAPL,131.47,791067,2024-09-23T18:52:48.784397,Finance,High
AAPL,125.43,344468,2024-09-22T18:52:48.784400,Tech,High
AAPL,121.7,423621,2024-09-21T18:52:48.784403,Tech,High
AAPL,126.19,927581,2024-09-20T18:52:48.784406,Energy,High
AAPL,131.6,625922,2024-09-19T18:52:48.784409,Energy,High
AAPL,130.86,650974,2024-09-18T18:52:48.784412,Energy,High
AAPL,126.75,377151,2024-09-17T18:52:48.784415,Healthcare,High
AAPL,129.35,13658,2024-09-16T18:52:48.784418,Tech,High
AAPL,125.91,249458,2024-09-15T18:52:48.784421,Energy,High
AAPL,127.35,732669,2024-09-14T18:52:48.784424,Energy,High
AAPL,124.8,280452,2024-09-13T18:52:48.784427,Tech,High
AAPL,129.31,477116,2024-09-12T18:52:48.784429,Energy,High
AAPL,131.99,831796,2024-09-11T18:52:48.784432,Healthcare,High
AAPL,131.62,19018,2024-09-10T18:52:48.784435,Finance,High
AAPL,130.44,940855,2024-09-09T18:52:48.784438,Tech,High
AAPL,126.17,907112,2024-09-08T18:52:48.784441,Energy,High
AAPL,122.39,952192,2024-09-07T18:52:48.784444,Energy,High
AAPL,123.21,932322,2024-09-06T18:52:48.784447,Tech,High
AAPL,124.62,669943,2024-09-05T18:52:48.784449,Tech,High
AAPL,123.56,128804,2024-09-04T18:52:48.784456,Healthcare,High
AAPL,129.02,573382,2024-09-03T18:52:48.784461,Healthcare,High
AAPL,135.01,813719,2024-09-02T18:52:48.784464,Healthcare,High
AAPL,140.31,686452,2024-09-01T18:52:48.784467,Tech,High
AAPL,142.69,448501,2024-08-31T18:52:48.784470,Finance,High
AAPL,146.47,62488,2024-08-30T18:52:48.784473,Healthcare,High
AAPL,143.85,175539,2024-08-29T18:52:48.784476,Tech,High
AAPL,144.67,62329,2024-08-28T18:52:48.784479,Energy,High
AAPL,141.47,601642,2024-08-27T18:52:48.784482,Tech,High
AAPL,140.74,737127,2024-08-26T18:52:48.784484,Tech,High
AAPL,133.9,370256,2024-08-25T18:52:48.784487,Healthcare,High
AAPL,140.44,39931,2024-08-24T18:52:48.784490,Healthcare,High
AAPL,134.02,212127,2024-08-23T18:52:48.784493,Tech,High
AAPL,138.82,914270,2024-08-22T18:52:48.784496,Energy,High
AAPL,138.22,238084,2024-08-21T18:52:48.784499,Healthcare,High
AAPL,136.02,736281,2024-08-20T18:52:48.784502,Tech,High
AAPL,130.52,37173,2024-08-19T18:52:48.784504,Healthcare,High
AAPL,135.42,113047,2024-08-18T18:52:48.784507,Energy,High
AAPL,139.79,417914,2024-08-17T18:52:48.784510,Finance,High
AAPL,133.52,304505,2024-08-16T18:52:48.784513,Finance,High
AAPL,139.72,545554,2024-08-15T18:52:48.784516,Healthcare,High
AAPL,134.98,610879,2024-08-14T18:52:48.784519,Healthcare,High
AAPL,130.98,464613,2024-08-13T18:52:48.784522,Healthcare,High
AAPL,128.75,163069,2024-08-12T18:52:48.784525,Healthcare,High
AAPL,126.53,921999,2024-08-11T18:52:48.784528,Energy,High
AAPL,123.96,77108,2024-08-10T18:52:48.784530,Energy,High
AAPL,125.14,972667,2024-08-09T18:52:48.784534,Tech,High
AAPL,126.56,553306,2024-08-08T18:52:48.784537,Energy,High
AAPL,131.99,205328,2024-08-07T18:52:48.784539,Finance,High
AAPL,129.09,646286,2024-08-06T18:52:48.784543,Finance,High
AAPL,126.3,846644,2024-08-05T18:52:48.784546,Finance,High
AAPL,122.76,648860,2024-08-04T18:52:48.784549,Finance,High
AAPL,125.35,203647,2024-08-03T18:52:48.784552,Energy,High
AAPL,128.88,644463,2024-08-02T18:52:48.784554,Healthcare,High
AAPL,134.09,186582,2024-08-01T18:52:48.784557,Healthcare,High
AAPL,132.68,131238,2024-07-31T18:52:48.784560,Healthcare,High
AAPL,137.37,48958,2024-07-30T18:52:48.784563,Tech,High
AAPL,143.08,238232,2024-07-29T18:52:48.784566,Tech,High
AAPL,149.71,915984,2024-07-28T18:52:48.784569,Finance,High
AAPL,151.81,193152,2024-07-27T18:52:48.784572,Tech,High
AAPL,153.01,486909,2024-07-26T18:52:48.784575,Healthcare,High
AAPL,155.81,161622,2024-07-25T18:52:48.784578,Tech,High
AAPL,158.26,899212,2024-07-24T18:52:48.784581,Tech,High
AAPL,157.37,599315,2024-07-23T18:52:48.784584,Healthcare,High
AAPL,163.67,200104,2024-07-22T18:52:48.784586,Healthcare,High
AAPL,162.68,950610,2024-07-21T18:52:48.784589,Finance,High
AAPL,159.84,548755,2024-07-20T18:52:48.784592,Healthcare,High
AAPL,153.39,939248,2024-07-19T18:52:48.784595,Healthcare,High
